Date, scanner, mean_snr, mean_tsnr
2024-03-18, fmrif3td, 286.15, 171.08
2024-03-19, fmrif3td, 283.29, 170.4
2024-03-20, fmrif3td, 283.94, 172.04
2024-03-21, fmrif3td, 287.49, 169.14
2024-03-22, fmrif3td, 277.1, 170.47
2024-03-23, fmrif3td, 118.56, 104.15
2024-03-25, fmrif3td, 283.03, 164.77
2024-03-26, fmrif3td, 277.96, 169.98
2024-03-28, fmrif3td, 256.47, 151.24
2024-03-29, fmrif3td, 278.23, 163.22
2024-03-30, fmrif3td, 293.87, 181.26
2024-04-01, fmrif3td, 304.18, 145.72
2024-04-02, fmrif3td, 288.9, 164.63
2024-04-03, fmrif3td, 290.56, 155.84
2024-04-04, fmrif3td, 296.23, 168.82
2024-04-05, fmrif3td, 279.3, 167.81
2024-04-06, fmrif3td, 274.87, 167.08
2024-04-07, fmrif3td, 277.39, 165.87
2024-04-08, fmrif3td, 285.98, 157.69
2024-04-09, fmrif3td, 278.71, 168.89
2024-04-11, fmrif3td, 305.87, 185.88
2024-04-12, fmrif3td, 277.88, 176.49
2024-04-13, fmrif3td, 282.48, 157.14
2024-04-14, fmrif3td, 277.31, 165.54
2024-04-18, fmrif3td, 289.22, 172.15
2024-04-19, fmrif3td, 298.87, 172.09
2024-04-20, fmrif3td, 185.34, 118.59
2024-04-21, fmrif3td, 291.63, 166.33
2024-04-22, fmrif3td, 274.8, 168.61
2024-04-23, fmrif3td, 273.83, 162.45
2024-04-24, fmrif3td, 289.83, 161.76
2024-04-25, fmrif3td, 276.64, 165.39
2024-04-26, fmrif3td, 273.28, 170.31
2024-04-27, fmrif3td, 275.78, 165.16
2024-04-29, fmrif3td, 284.96, 164.01
2024-04-30, fmrif3td, 282.01, 179.05
2024-05-01, fmrif3td, 292.56, 175.01
2024-05-02, fmrif3td, 275.83, 171.42
2024-05-03, fmrif3td, 225.02, 139.72
2024-05-04, fmrif3td, 275.27, 162.23
2024-05-05, fmrif3td, 271.94, 170.19
2024-05-06, fmrif3td, 283.77, 171.02
2024-05-07, fmrif3td, 275.88, 167.82
2024-05-08, fmrif3td, 283.8, 173.54
2024-05-09, fmrif3td, 278.85, 166.22
2024-05-10, fmrif3td, 283.71, 177.84
2024-05-11, fmrif3td, 274.62, 163.04
2024-05-13, fmrif3td, 277.56, 158.29
2024-05-15, fmrif3td, 292, 159.05
2024-05-16, fmrif3td, 320.61, 174.69
2024-05-17, fmrif3td, 279.04, 167.44
2024-05-18, fmrif3td, 289.42, 176.89
2024-05-19, fmrif3td, 285.89, 170.13
2024-05-20, fmrif3td, 277.28, 173.32
2024-05-21, fmrif3td, 280.56, 160.8
2024-05-22, fmrif3td, 281.61, 174.02
2024-05-22, fmrif3td, 279.15, 234.27
2024-05-23, fmrif3td, 276.76, 165.72
2024-05-24, fmrif3td, 287.33, 166.11
2024-05-25, fmrif3td, 296.15, 151.57
2024-05-28, fmrif3td, 309.61, 156.45
2024-05-29, fmrif3td, 286.08, 170.82
2024-05-30, fmrif3td, 280.13, 173.21
2024-05-31, fmrif3td, 292.25, 167.23
2024-06-01, fmrif3td, 288.21, 161.39
2024-06-02, fmrif3td, 293.03, 175.08
2024-06-03, fmrif3td, 286.66, 177.21
2024-06-05, fmrif3td, 296.6, 166
2024-06-06, fmrif3td, 310.34, 178.4
2024-06-07, fmrif3td, 283.35, 163.02
2024-06-09, fmrif3td, 297.57, 160.73
2024-06-10, fmrif3td, 278.62, 164.4
2024-06-11, fmrif3td, 272.84, 157.23
2024-06-12, fmrif3td, 277.04, 164.02
2024-06-13, fmrif3td, 208.33, 128.3
2024-06-14, fmrif3td, 281.62, 170.27
2024-06-15, fmrif3td, 303.45, 161.73
2024-06-17, fmrif3td, 131.23, 90.76
2024-06-18, fmrif3td, 278.37, 166.21
2024-06-20, fmrif3td, 304.41, 175.73
2024-06-21, fmrif3td, 280.49, 166.03
2024-06-22, fmrif3td, 283.65, 167.92
2024-06-24, fmrif3td, 276.2, 164.79
2024-06-25, fmrif3td, 271.9, 163.88
2024-06-26, fmrif3td, 288.93, 174.55
2024-06-27, fmrif3td, 288.36, 171.1
2024-06-28, fmrif3td, 287.72, 175.35
