Date, scanner, mean_snr, mean_tsnr
2023-03-17, fmrif7ta, 397.69, 287.14
2023-03-21, fmrif7ta, 412.13, 294.67
2023-03-22, fmrif7ta, 377.76, 256.73
2023-03-23, fmrif7ta, 287.17, 174.45
2023-03-25, fmrif7ta, 245.07, 90.48
2023-03-27, fmrif7ta, 318.2, 200.84
2023-03-28, fmrif7ta, 278.48, 128.25
2023-04-02, fmrif7ta, 125.47, 192.84
2023-04-03, fmrif7ta, 150.83, 188.34
2023-04-04, fmrif7ta, 240.4, 179.21
2023-04-05, fmrif7ta, 169.66, 219.96
2023-04-06, fmrif7ta, 408.81, 257.26
2023-04-07, fmrif7ta, 418.51, 272.09
2023-04-08, fmrif7ta, 382.38, 258.35
2023-04-09, fmrif7ta, 418.85, 269.72
2023-04-10, fmrif7ta, 426.59, 276.57
2023-04-11, fmrif7ta, 312.38, 188.17
2023-04-12, fmrif7ta, 229.65, 189.51
2023-04-13, fmrif7ta, 361.13, 182.9
2023-04-14, fmrif7ta, 266.99, 160.51
2023-04-15, fmrif7ta, 331.53, 224.41
2023-04-16, fmrif7ta, 272.01, 183.36
2023-04-17, fmrif7ta, 317.49, 185.31
2023-04-18, fmrif7ta, 444.34, 280.81
2023-04-19, AWP79139, 324.12, 315.99
2023-04-20, fmrif7ta, 302.69, 192.04
2023-04-21, fmrif7ta, 404.77, 257.85
2023-04-24, fmrif7ta, 407.28, 262.02
2023-04-25, fmrif7ta, 381.46, 262.54
2023-04-27, fmrif7ta, 416.07, 262.43
2023-04-29, fmrif7ta, 442.04, 247.64
2023-04-30, fmrif7ta, 463.26, 258.33
2023-05-01, fmrif7ta, 367.23, 255.82
2023-05-02, fmrif7ta, 411.53, 261.96
2023-05-03, fmrif7ta, 432.78, 282.43
2023-05-04, fmrif7ta, 418.92, 276.65
2023-05-05, fmrif7ta, 400.22, 267.82
2023-05-06, fmrif7ta, 290.6, 168.28
2023-05-07, fmrif7ta, 393.8, 271.92
2023-05-08, fmrif7ta, 383.95, 256.4
2023-05-09, fmrif7ta, 292.88, 191.43
2023-05-10, fmrif7ta, 487.5, 266.85
2023-05-11, fmrif7ta, 417.56, 205.83
2023-05-12, fmrif7ta, 438.37, 216.13
2023-05-13, fmrif7ta, 296.75, 177.75
2023-05-14, fmrif7ta, 302.86, 179.67
2023-05-17, fmrif7ta, 329.23, 178.27
2023-05-19, fmrif7ta, 235.56, 172.3
2023-05-20, fmrif7ta, 336.15, 174
2023-05-22, fmrif7ta, 242.82, 174.67
2023-05-23, fmrif7ta, 301.65, 164.97
2023-05-24, fmrif7ta, 264.07, 176.17
2023-05-25, fmrif7ta, 403.33, 239.42
2023-05-27, fmrif7ta, 203.65, 167.81
2023-05-28, fmrif7ta, 251.93, 163.6
2023-05-30, fmrif7ta, 379.19, 265.91
2023-05-31, fmrif7ta, 246.74, 198.53
2023-06-01, fmrif7ta, 314.4, 187.47
2023-06-02, fmrif7ta, 249.34, 177.31
2023-06-04, fmrif7ta, 525.15, 290.84
2023-06-05, AWP79139, 396.66, 363.11
2023-06-06, fmrif7ta, 299.9, 176.99
2023-06-08, fmrif7ta, 86.16, 154.54
2023-06-09, fmrif7ta, 95.94, 144.81
2023-06-14, fmrif7ta, 423.83, 271.19
2023-06-15, fmrif7ta, 435.75, 252.22
2023-06-16, fmrif7ta, 223.99, 170.84
2023-06-20, fmrif7ta, 339.63, 164.7
2023-06-21, fmrif7ta, 405.23, 278.62
2023-06-22, fmrif7ta, 430.88, 254.5
2023-06-23, fmrif7ta, 257.21, 160.6
2023-06-25, fmrif7ta, 411.09, 265.55
2023-06-26, fmrif7ta, 407.08, 262.3
2023-06-28, fmrif7ta, 309.39, 276.09
2023-06-29, fmrif7ta, 363.74, 306.05
2023-06-30, fmrif7ta, 459.51, 189.82
2023-07-01, fmrif7ta, 102, 152.26
2023-07-03, fmrif7ta, 90.33, 165.6
2023-07-05, fmrif7ta, 259.55, 183.74
2023-07-06, fmrif7ta, 294.55, 185.22
2023-07-07, fmrif7ta, 436.38, 261.22
2023-07-09, fmrif7ta, 378.65, 269.97
2023-07-10, fmrif7ta, 428.56, 272.63
2023-07-11, fmrif7ta, 384.85, 293.52
2023-07-13, fmrif7ta, 365.48, 231.77
2023-07-14, fmrif7ta, 459.98, 260.82
2023-07-17, fmrif7ta, 385.3, 267.23
2023-07-18, fmrif7ta, 436.73, 261.64
2023-07-19, fmrif7ta, 416.35, 262.8
2023-07-20, fmrif7ta, 405.05, 275.12
2023-07-21, fmrif7ta, 121.33, 136.16
2023-07-24, fmrif7ta, 307.86, 135.09
2023-07-25, fmrif7ta, 373.54, 280.66
2023-07-26, fmrif7ta, 295.28, 262.15
2023-07-27, fmrif7ta, 394.39, 247.78
2023-07-28, fmrif7ta, 440.03, 274.7
2023-08-05, fmrif7ta, 328.7, 173.66
2023-08-06, fmrif7ta, 402.09, 197.31
2023-08-07, fmrif7ta, 373.12, 222.76
2023-08-08, fmrif7ta, 449.16, 249.34
2023-08-09, fmrif7ta, 387.94, 239.67
2023-08-01, fmrif7ta, 191.02, 154.48
2023-07-31, fmrif7ta, 435.99, 257.21
2023-08-10, fmrif7ta, 827.52, 193.55
2023-08-11, fmrif7ta, 421.54, 214.67
2023-08-12, fmrif7ta, 352.92, 140.01
2023-08-13, fmrif7ta, 292.65, 160.35
2023-08-14, fmrif7ta, 294.07, 154.65
2023-08-15, fmrif7ta, 73.94, 104.11
2023-08-16, fmrif7ta, 313.63, 173.6
2023-08-17, fmrif7ta, 167.34, 179.06
2023-08-18, fmrif7ta, 330.49, 248.71
2023-08-19, fmrif7ta, 329.74, 216.92
2023-08-20, fmrif7ta, 291.5, 232.09
2023-08-21, fmrif7ta, 407.3, 257.44
2023-08-22, fmrif7ta, 126.56, 124.36
2023-08-23, fmrif7ta, 166.64, 145.33
2023-08-24, fmrif7ta, 352.56, 185.23
2023-08-25, fmrif7ta, 456.51, 293.25
2023-08-27, fmrif7ta, 376.57, 284.11
2023-08-28, fmrif7ta, 409.7, 276.48
2023-08-29, fmrif7ta, 273.79, 156.62
2023-08-30, fmrif7ta, 394.93, 253.68
2023-08-31, fmrif7ta, 166.81, 159.78
2023-09-01, fmrif7ta, 163.14, 185.76
2023-09-05, fmrif7ta, 299.1, 102.79
2023-09-06, fmrif7ta, 427.52, 268.05
2023-09-07, fmrif7ta, 198.64, 175.16
2023-09-12, fmrif7ta, 449.39, 293.83
2023-09-13, fmrif7ta, 184.22, 143.89
2023-09-14, fmrif7ta, 427.05, 263.55
2023-09-15, fmrif7ta, 455.56, 268
2023-09-16, fmrif7ta, 446.12, 272.53
2023-09-17, fmrif7ta, 452.28, 273
2023-09-18, fmrif7ta, 386.02, 247.59
2023-09-19, fmrif7ta, 260.6, 205.44
2023-09-20, fmrif7ta, 121.78, 177.97
2023-09-21, fmrif7ta, 193.84, 187.24
2023-09-22, fmrif7ta, 313.02, 213.97
2023-09-26, fmrif7ta, 453.51, 292.97
2023-09-27, fmrif7ta, 108.55, 136.28
2023-09-28, fmrif7ta, 286.47, 192.32
2023-09-29, fmrif7ta, 231.51, 163.96
2023-10-01, fmrif7ta, 243.44, 178.46
2023-10-02, fmrif7ta, 176.92, 162.16
2023-10-03, fmrif7ta, 170.98, 207.82
2023-10-05, fmrif7ta, 430.62, 259.5
2023-10-06, fmrif7ta, 224.63, 242.89
2023-10-10, fmrif7ta, 415.76, 243.82
2023-10-12, fmrif7ta, 342.48, 165.64
2023-10-13, fmrif7ta, 466.92, 290.5
2023-10-16, fmrif7ta, 255.06, 234.72
2023-10-17, fmrif7ta, 291.65, 184.03
2023-10-18, fmrif7ta, 259.64, 156.6
2023-10-19, fmrif7ta, 264.51, 172.02
2023-10-20, fmrif7ta, 268.67, 167.57
2023-10-23, fmrif7ta, 476.61, 274.96
2023-10-24, fmrif7ta, 467.25, 278.78
2023-10-27, fmrif7ta, 200.14, 199
2023-10-30, fmrif7ta, 218.07, 168.92
2023-10-31, fmrif7ta, 113.34, 171.88
2023-11-01, fmrif7ta, 120.69, 172.56
2023-11-02, fmrif7ta, 385.53, 235.72
2023-11-03, fmrif7ta, 362.23, 266.58
2023-11-04, fmrif7ta, 362.87, 247.32
2023-11-08, fmrif7ta, 252.33, 202.82
2023-11-12, fmrif7ta, 98.25, 130.41
2023-11-13, fmrif7ta, 74.79, 107.15
2023-11-15, fmrif7ta, 34.96, 32.42
2023-11-16, fmrif7ta, 40.16, 103.55
2023-11-17, fmrif7ta, 35.27, 111.3
2023-11-21, fmrif7ta, 13.66, 38.76
2024-01-08, fmrif7ta, 396.45, 251.2
2024-01-09, fmrif7ta, 242.58, 183.98
2024-01-11, fmrif7ta, 242.26, 189.7
2024-01-12, fmrif7ta, 437.23, 288.16
2024-01-17, fmrif7ta, 440.08, 277.67
2024-01-18, fmrif7ta, 494.18, 284.11
2024-01-20, fmrif7ta, 254.06, 130.79
2024-01-24, fmrif7ta, 376.8, 295.4
2024-01-25, fmrif7ta, 429.82, 246.13
2024-01-26, fmrif7ta, 403.57, 281.69
2024-01-29, fmrif7ta, 235.09, 187.76
2024-01-30, fmrif7ta, 476.08, 288.96
2024-02-01, fmrif7ta, 37.56, 28.07
2024-02-02, fmrif7ta, 280.81, 181.94
2024-02-03, fmrif7ta, 335.42, 195.41
2024-02-04, fmrif7ta, 267.95, 219.64
2024-02-05, fmrif7ta, 166.02, 214.99
2024-02-06, fmrif7ta, 348.48, 274.03
2024-02-07, fmrif7ta, 281.74, 189.47
2024-02-08, fmrif7ta, 225.72, 147.92
2024-02-09, fmrif7ta, 388.97, 261.67
2024-02-12, fmrif7ta, 269.75, 183.02
2024-02-13, fmrif7ta, 246.19, 192.71
2024-02-14, fmrif7ta, 157.61, 185.24
2024-02-15, fmrif7ta, 257.97, 188.35
2024-02-16, fmrif7ta, 386.36, 270.4
2024-02-18, fmrif7ta, 247.85, 176.24
2024-02-20, fmrif7ta, 403.47, 275.04
2024-02-21, fmrif7ta, 164.82, 275.44
2024-02-22, fmrif7ta, 414.27, 293.03
2024-02-23, fmrif7ta, 427.06, 312.41
2024-02-24, fmrif7ta, 283.75, 195.8
2024-02-25, fmrif7ta, 241.71, 193.27
2024-02-26, fmrif7ta, 179.1, 194.55
2024-02-27, fmrif7ta, 421.36, 294.21
2024-02-29, fmrif7ta, 292.93, 126.05
2024-03-01, fmrif7ta, 173.51, 162.5
2024-03-02, fmrif7ta, 414.42, 280.5
2024-03-03, fmrif7ta, 428.68, 289.33
2024-03-04, fmrif7ta, 432.37, 289.01
2024-03-05, fmrif7ta, 367.09, 273.04
2024-03-06, fmrif7ta, 405.52, 295.85
2024-03-07, fmrif7ta, 371.39, 283.38
2024-03-08, fmrif7ta, 457.6, 277.62
2024-03-09, fmrif7ta, 456.2, 327.39
2024-03-10, fmrif7ta, 442.38, 301.87
2024-03-11, fmrif7ta, 458.35, 318.96
2024-03-12, fmrif7ta, 478.71, 319.29
2024-03-13, fmrif7ta, 423.44, 291.33
2024-03-14, fmrif7ta, 422.96, 264.51
2024-03-15, fmrif7ta, 461.57, 305.34
2024-03-16, fmrif7ta, 370.95, 175
2024-03-18, fmrif7ta, 328.03, 173.78
2024-03-19, fmrif7ta, 436.93, 273.64
2024-03-20, fmrif7ta, 440.87, 258
2024-03-21, fmrif7ta, 383.63, 264.38
2024-03-22, fmrif7ta, 325.91, 193.1
2024-03-23, fmrif7ta, 394.3, 272.4
2024-03-24, fmrif7ta, 412.84, 279.4
2024-03-25, fmrif7ta, 392.35, 290.88
2024-03-26, fmrif7ta, 252.53, 183.65
2024-03-28, fmrif7ta, 312.78, 167.27
2024-03-29, fmrif7ta, 254.56, 162.2
2024-03-30, fmrif7ta, 135.77, 104.03
2024-04-01, fmrif7ta, 132.59, 117.36
2024-04-01, fmrif7ta, 108.4, 88.39
2024-04-01, fmrif7ta, 257.57, 164.18
2024-04-02, fmrif7ta, 418.72, 256.06
2024-04-03, fmrif7ta, 269.41, 172.99
2024-04-04, fmrif7ta, 60.52, 119.23
2024-04-05, fmrif7ta, 455.44, 235.62
2024-04-06, fmrif7ta, 366.44, 247.42
2024-04-07, fmrif7ta, 406.89, 235.62
2024-04-08, fmrif7ta, 343.82, 196.26
2024-04-09, fmrif7ta, 270.41, 177.16
2024-04-10, fmrif7ta, 263.24, 169.22
2024-04-13, fmrif7ta, 476.57, 253.92
2024-04-14, fmrif7ta, 465.59, 269.07
2024-04-15, fmrif7ta, 409.25, 245.3
2024-04-16, fmrif7ta, 284.39, 195.79
2024-04-17, fmrif7ta, 76.65, 211.99
2024-04-18, fmrif7ta, 286.87, 187.88
2024-04-19, fmrif7ta, 460.5, 236.64
2024-04-21, fmrif7ta, 117.95, 185.76
2024-04-22, fmrif7ta, 253.47, 160.72
2024-04-23, fmrif7ta, 213.71, 142.16
2024-04-24, fmrif7ta, 221.34, 148.07
2024-04-25, fmrif7ta, 421.06, 253.22
2024-04-26, fmrif7ta, 267.32, 148.33
2024-04-27, fmrif7ta, 413.64, 252.96
2024-04-28, fmrif7ta, 405.84, 262.82
2024-04-29, fmrif7ta, 338.66, 225.05
2024-04-30, fmrif7ta, 270.91, 196.29
2024-05-01, fmrif7ta, 444.21, 244.75
2024-05-02, fmrif7ta, 409.74, 277.91
2024-05-03, fmrif7ta, 356.27, 239.53
2024-05-04, fmrif7ta, 431.96, 272.77
2024-05-05, fmrif7ta, 484.35, 261.04
2024-05-06, fmrif7ta, 401.53, 268.13
2024-05-07, fmrif7ta, 353.19, 274.37
2024-05-08, fmrif7ta, 268.29, 168.29
2024-05-08, fmrif7ta, 560.1, 274.3
2024-05-09, fmrif7ta, 336.87, 183.51
2024-05-10, fmrif7ta, 265.45, 173.8
2024-05-11, fmrif7ta, 252.83, 171.97
2024-05-13, fmrif7ta, 274.44, 186.36
2024-05-14, fmrif7ta, 258.18, 179.2
2024-05-15, fmrif7ta, 272.76, 169.9
2024-05-16, fmrif7ta, 377.69, 247
2024-05-17, fmrif7ta, 417.01, 284.45
2024-05-18, fmrif7ta, 442.53, 271.96
2024-05-19, fmrif7ta, 454.97, 288.98
2024-05-20, fmrif7ta, 386.36, 268.67
2024-05-21, fmrif7ta, 417.83, 289.31
2024-05-22, fmrif7ta, 260.45, 187.19
2024-05-23, fmrif7ta, 323.73, 200.81
2024-05-24, fmrif7ta, 312.63, 195.97
2024-05-28, fmrif7ta, 268.53, 167.57
2024-05-29, fmrif7ta, 245.56, 183.35
2024-05-30, fmrif7ta, 428.54, 266.35
2024-05-31, fmrif7ta, 249.75, 158.66
2024-06-01, fmrif7ta, 398.79, 269.46
2024-06-05, fmrif7ta, 400.79, 247.35
2024-06-06, fmrif7ta, 242.9, 187.51
2024-06-07, fmrif7ta, 300.26, 183.19
2024-06-08, fmrif7ta, 413.76, 294.03
2024-06-09, fmrif7ta, 461.18, 223.47
2024-06-10, fmrif7ta, 387.68, 279.92
2024-06-11, fmrif7ta, 396.18, 268.22
2024-06-12, fmrif7ta, 462.69, 266.14
2024-06-13, fmrif7ta, 457.21, 267.77
2024-06-14, fmrif7ta, 400.34, 255.97
2024-06-15, fmrif7ta, 462.76, 286.84
2024-06-17, fmrif7ta, 457.77, 266.72
2024-06-18, fmrif7ta, 341.74, 238.99
2024-06-20, fmrif7ta, 442.71, 256.95
2024-06-21, fmrif7ta, 378.74, 225.43
2024-06-22, fmrif7ta, 401.04, 276.13
2024-06-24, fmrif7ta, 380.39, 256.91
2024-06-25, fmrif7ta, 421.35, 262.9
2024-06-26, fmrif7ta, 390.19, 262.61
2024-06-27, fmrif7ta, 403.65, 248.42
2024-06-29, fmrif7ta, 346.11, 232.7
2024-06-30, fmrif7ta, 352.49, 243.35
2024-07-01, fmrif7ta, 345.25, 239
2024-07-02, fmrif7ta, 418.37, 237.22
2024-07-03, fmrif7ta, 433.36, 266.07
2024-07-05, fmrif7ta, 411.85, 260.2
2024-07-06, fmrif7ta, 389.86, 248.76
2024-07-09, fmrif7ta, 351.73, 244.44
2024-07-10, fmrif7ta, 421.12, 264.04
2024-07-12, fmrif7ta, 430.97, 272.39
2024-07-13, fmrif7ta, 406.43, 251.78
2024-07-14, fmrif7ta, 376.89, 248.06
2024-07-15, fmrif7ta, 380.99, 253.98
2024-07-16, fmrif7ta, 221.83, 170.12
2024-07-17, fmrif7ta, 401.03, 241.84
2024-07-18, fmrif7ta, 365.81, 242.05
2024-07-19, fmrif7ta, 326.51, 235.08
2024-07-20, fmrif7ta, 389.67, 247.6
2024-07-22, fmrif7ta, 344.99, 242.57
2024-07-23, fmrif7ta, 355.35, 246.45
2024-07-24, fmrif7ta, 359.33, 248.17
2024-07-25, fmrif7ta, 409.62, 257.02
2024-07-26, fmrif7ta, 377.69, 247.38
2024-07-27, fmrif7ta, 376.44, 268.88
2024-07-28, fmrif7ta, 420.52, 268.37
2024-07-29, fmrif7ta, 379.02, 275.22
2024-07-30, fmrif7ta, 339.57, 249.27
2024-07-31, fmrif7ta, 415.49, 251.44
2024-08-01, fmrif7ta, 391.67, 256.37
2024-08-03, fmrif7ta, 393.33, 218.97
2024-08-04, fmrif7ta, 408.53, 219.74
2024-08-05, fmrif7ta, 352.34, 214.97
2024-08-07, fmrif7ta, 383.4, 228.06
2024-08-08, fmrif7ta, 248.06, 180.4
2024-08-09, fmrif7ta, 388.51, 256.63
2024-08-10, fmrif7ta, 569.11, 295.1
2024-08-11, fmrif7ta, 584.36, 293.29
2024-08-12, fmrif7ta, 596.13, 324.56
2024-08-13, fmrif7ta, 394.04, 253.6
2024-08-14, fmrif7ta, 410.93, 271.02
2024-08-15, fmrif7ta, 404.51, 242.01
2024-08-16, fmrif7ta, 405.95, 246.97
2024-08-17, fmrif7ta, 390.18, 257.83
2024-08-19, fmrif7ta, 370.25, 256.3
2024-08-20, fmrif7ta, 401.76, 280.53
2024-08-21, fmrif7ta, 399.9, 267.1
2024-08-22, fmrif7ta, 399.75, 274.88
2024-08-23, fmrif7ta, 419.13, 262.2
2024-08-24, fmrif7ta, 404.01, 269.06
2024-08-25, fmrif7ta, 348.49, 261.6
2024-08-26, fmrif7ta, 404.71, 245.07
2024-08-27, fmrif7ta, 408.72, 244.13
2024-08-28, fmrif7ta, 308.28, 225.77
2024-08-29, fmrif7ta, 262.25, 177.94
2024-08-30, fmrif7ta, 210.07, 165.54
2024-08-31, fmrif7ta, 324.24, 221.25
2024-09-01, fmrif7ta, 318.43, 226.63
2024-09-03, fmrif7ta, 329.48, 247.66
2024-09-04, fmrif7ta, 451.78, 248.44
2024-09-05, fmrif7ta, 457.19, 254.09
2024-09-06, fmrif7ta, 402.23, 252.97
2024-09-08, fmrif7ta, 419.49, 255.42
2024-09-09, fmrif7ta, 379.43, 241.59
2024-09-10, fmrif7ta, 345.73, 243.99
2024-09-12, fmrif7ta, 374.01, 81.71
2024-09-13, fmrif7ta, 359.34, 220.2
2024-09-14, fmrif7ta, 432.38, 225.91
2024-09-16, fmrif7ta, 343.49, 217.53
2024-09-17, fmrif7ta, 455.29, 238.85
2024-09-18, fmrif7ta, 378.65, 238.51
2024-09-19, fmrif7ta, 384.48, 225.68
2024-09-20, fmrif7ta, 422.72, 216.92
2024-09-21, fmrif7ta, 397.9, 236.23
2024-09-23, fmrif7ta, 343.62, 237.3
2024-09-24, fmrif7ta, 342.43, 233.11
2024-09-25, fmrif7ta, 324.87, 237.59
2024-09-26, fmrif7ta, 371.51, 241.47
2024-09-30, fmrif7ta, 448, 238.03
2024-10-01, fmrif7ta, 388.42, 229.87
2024-10-03, fmrif7ta, 442.06, 259.06
2024-10-07, fmrif7ta, 414.96, 265.3
2024-10-08, fmrif7ta, 426.66, 240.2
2024-10-09, fmrif7ta, 397.76, 264.15
2024-10-10, fmrif7ta, 417.18, 259.62
2024-10-11, fmrif7ta, 419, 280.77
2024-10-12, fmrif7ta, 333.74, 256.05
2024-10-13, fmrif7ta, 383.13, 256.75
2024-10-15, fmrif7ta, 359.09, 339.38
2024-10-16, fmrif7ta, 427.65, 337.67
2024-10-17, fmrif7ta, 407.11, 341.12
2024-10-18, fmrif7ta, 384.36, 247.89
2024-10-19, fmrif7ta, 416.11, 252.96
2024-10-20, fmrif7ta, 400.29, 238.37
2024-10-22, fmrif7ta, 400.62, 243.75
2024-10-23, fmrif7ta, 401.49, 240.33
2024-10-24, fmrif7ta, 383.14, 251.66
2024-10-25, fmrif7ta, 375.08, 231.72
2024-10-26, fmrif7ta, 149.81, 85.87
2024-10-30, fmrif7ta, 394.74, 284.13
2024-10-31, fmrif7ta, 370.58, 298.32
2024-11-01, fmrif7ta, 389.53, 286.54
2024-11-02, fmrif7ta, 358.63, 256.6
2024-11-04, fmrif7ta, 396.69, 251.86
2024-11-05, fmrif7ta, 402.23, 261.98
2024-11-06, fmrif7ta, 397.37, 233.92
2024-11-07, fmrif7ta, 414.82, 236.68
2024-11-09, fmrif7ta, 417.39, 264.69
2024-11-10, fmrif7ta, 411.34, 252.13
2024-11-12, fmrif7ta, 384.79, 233.79
2024-11-14, fmrif7ta, 422.62, 244.46
2024-11-16, fmrif7ta, 403.06, 230.66
2024-11-17, fmrif7ta, 410.01, 244.37
2024-11-18, fmrif7ta, 391.82, 251.64
2024-11-19, fmrif7ta, 364.44, 221.02
2024-11-20, fmrif7ta, 405.59, 226.37
2024-11-21, fmrif7ta, 424.3, 241.21
2024-11-22, fmrif7ta, 403, 236.28
2024-11-23, fmrif7ta, 350.41, 237.81
2024-11-24, fmrif7ta, 396.96, 217.93
2024-11-25, fmrif7ta, 351.48, 255.75
2024-11-26, fmrif7ta, 342.01, 243.07
2024-11-27, fmrif7ta, 400.03, 236.22
2024-11-29, fmrif7ta, 324.5, 204.2
2024-12-02, fmrif7ta, 331.51, 240.45
2024-12-03, fmrif7ta, 349.53, 249.66
2024-12-04, fmrif7ta, 362.76, 246.29
